Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC1787,Mar-22,09:37,Thiruvananthapuram Kerala,Fatal,Bus,Rainy,National Highway,5,1,Dawn,46
ACC1788,Oct-21,07:58,Gurugram Haryana,Fatal,Truck,Clear,State Highway,1,5,Dusk,95
ACC1789,Nov-20,22:58,Rohini Delhi,Serious,Two-Wheeler,Foggy,State Highway,6,4,Dark,105
ACC1790,Feb-19,04:01,Dharamshala Himachal Pradesh,Minor,Truck,Rainy,National Highway,2,0,Dawn,79
ACC1791,Sep-21,11:21,Itanagar Arunachal Pradesh,Fatal,Pedestrian,Clear,State Highway,0,1,Dark,112
ACC1792,May-22,02:28,Jorhat Assam,Serious,Bus,Foggy,State Highway,1,5,Dark,90
ACC1793,Mar-23,02:43,Kozhikode Kerala,Fatal,Bus,Clear,National Highway,8,1,Daylight,105
ACC1794,Sep-20,11:11,Jalandhar Punjab,Minor,Two-Wheeler,Foggy,National Highway,7,5,Dark,52
ACC1795,Feb-21,06:55,Dhanbad Jharkhand,Minor,Pedestrian,Hazy,National Highway,3,0,Dawn,63
ACC1796,Jul-18,05:06,Amritsar Punjab,Minor,Truck,Clear,Urban Road,1,2,Dark,120
ACC1797,Sep-20,00:07,Bokaro Jharkhand,Fatal,Truck,Stormy,State Highway,2,2,Dark,108
ACC1798,Mar-18,13:47,Vadodara Gujarat,Serious,Two-Wheeler,Stormy,Village Road,3,2,Dark,45
ACC1799,May-18,13:46,Panaji Goa,Serious,Bus,Rainy,Village Road,4,0,Dusk,99
ACC1800,Dec-22,08:30,Lucknow Uttar Pradesh,Serious,Truck,Stormy,Village Road,0,0,Dawn,115
ACC1801,Dec-18,11:49,Namchi Sikkim,Fatal,Truck,Foggy,Urban Road,7,5,Daylight,117
ACC1802,Oct-20,20:01,Pune Maharashtra,Fatal,Auto-Rickshaw,Rainy,Urban Road,8,5,Dawn,45
ACC1803,Sep-21,21:08,Lunglei Mizoram,Serious,Two-Wheeler,Foggy,Village Road,2,1,Dark,111
ACC1804,Oct-18,16:24,Cuttack Odisha,Fatal,Auto-Rickshaw,Rainy,State Highway,0,0,Dusk,82
ACC1805,Mar-18,21:54,Haridwar Uttarakhand,Minor,Cycle,Rainy,State Highway,10,3,Dawn,109
ACC1806,Nov-22,16:53,Gwalior Madhya Pradesh,Minor,Two-Wheeler,Stormy,State Highway,7,4,Dawn,100
ACC1807,Oct-21,18:38,Bhilai Chhattisgarh,Serious,Car,Foggy,Village Road,6,0,Dawn,105
ACC1808,Feb-23,01:24,Shillong Meghalaya,Fatal,Bus,Clear,Urban Road,7,4,Dark,74
ACC1809,Apr-20,20:41,Vasco da Gama Goa,Fatal,Truck,Foggy,National Highway,7,0,Dawn,62
ACC1810,Apr-23,01:25,Puducherry Puducherry,Fatal,Cycle,Rainy,Village Road,5,3,Dark,79
ACC1811,Nov-22,04:04,Chennai Tamil Nadu,Serious,Truck,Foggy,State Highway,0,0,Dawn,38
ACC1812,May-22,21:28,Amritsar Punjab,Fatal,Bus,Foggy,Village Road,9,1,Dawn,110
ACC1813,Sep-18,15:13,Nizamabad Telangana,Serious,Car,Foggy,Urban Road,6,0,Dark,119
ACC1814,Jan-20,15:32,Nagpur Maharashtra,Fatal,Car,Stormy,Urban Road,4,1,Dawn,65
ACC1815,Jan-20,05:14,Haldwani Uttarakhand,Minor,Pedestrian,Hazy,Village Road,10,1,Daylight,95
ACC1816,Aug-21,07:16,Amritsar Punjab,Serious,Bus,Foggy,State Highway,8,0,Dawn,73
ACC1817,Sep-18,02:51,Hyderabad Telangana,Minor,Cycle,Rainy,Urban Road,9,5,Dusk,111
ACC1818,Jan-19,22:17,Ahmedabad Gujarat,Minor,Truck,Stormy,National Highway,7,5,Dawn,104
ACC1819,May-18,02:35,Tirupati Andhra Pradesh,Fatal,Auto-Rickshaw,Stormy,Urban Road,0,2,Dawn,101
ACC1820,Apr-21,22:58,Siliguri West Bengal,Serious,Pedestrian,Rainy,National Highway,6,2,Dark,94
ACC1821,Jun-23,07:25,Thiruvananthapuram Kerala,Fatal,Car,Clear,State Highway,10,2,Dawn,117
ACC1822,Aug-21,13:32,Haldwani Uttarakhand,Fatal,Truck,Hazy,Village Road,7,1,Dusk,104
ACC1823,Feb-18,04:09,Mumbai Maharashtra,Minor,Pedestrian,Hazy,National Highway,8,0,Dark,62
ACC1824,Jul-19,05:40,Bangalore Karnataka,Minor,Truck,Clear,Village Road,5,0,Dark,52
ACC1825,Feb-19,07:43,Bhubaneswar Odisha,Serious,Two-Wheeler,Foggy,State Highway,7,1,Dawn,85
ACC1826,Jan-21,16:38,Jodhpur Rajasthan,Fatal,Truck,Hazy,Urban Road,2,4,Daylight,61
ACC1827,Sep-23,07:48,Ranchi Jharkhand,Serious,Bus,Clear,Urban Road,7,1,Dusk,44
ACC1828,Nov-21,07:00,Vasco da Gama Goa,Fatal,Pedestrian,Hazy,State Highway,9,2,Dusk,53
ACC1829,May-19,17:41,Jabalpur Madhya Pradesh,Fatal,Pedestrian,Hazy,Urban Road,6,0,Dusk,53
ACC1830,Jan-22,09:58,Puri Odisha,Minor,Bus,Foggy,Village Road,3,2,Dawn,100
ACC1831,Feb-18,14:56,Durgapur West Bengal,Fatal,Cycle,Rainy,Urban Road,6,5,Daylight,90
ACC1832,Nov-21,01:42,Madurai Tamil Nadu,Minor,Truck,Foggy,National Highway,7,5,Dark,39
ACC1833,Feb-18,00:28,Faridabad Haryana,Serious,Car,Stormy,State Highway,10,1,Daylight,103
ACC1834,Nov-21,06:22,Ludhiana Punjab,Serious,Cycle,Hazy,Urban Road,1,0,Daylight,67
ACC1835,Aug-21,06:12,Vijayawada Andhra Pradesh,Minor,Car,Rainy,Village Road,2,2,Dawn,48
ACC1836,Dec-21,06:37,Kohima Nagaland,Minor,Bus,Hazy,State Highway,2,4,Dark,40
ACC1837,Sep-21,21:47,Ahmedabad Gujarat,Fatal,Cycle,Stormy,State Highway,8,3,Daylight,109
ACC1838,Feb-23,16:58,Rohini Delhi,Fatal,Truck,Rainy,State Highway,5,3,Dark,31
ACC1839,Dec-23,06:12,Anantnag Jammu and Kashmir,Serious,Cycle,Foggy,Urban Road,1,2,Dusk,107
ACC1840,Dec-19,10:39,Amritsar Punjab,Serious,Cycle,Rainy,National Highway,6,3,Dawn,89
ACC1841,Apr-21,07:07,Naharlagun Arunachal Pradesh,Minor,Auto-Rickshaw,Stormy,State Highway,7,0,Dawn,53
ACC1842,Dec-19,14:13,Jodhpur Rajasthan,Fatal,Auto-Rickshaw,Hazy,National Highway,7,1,Dusk,51
ACC1843,Apr-23,23:45,Siliguri West Bengal,Serious,Auto-Rickshaw,Hazy,Urban Road,8,3,Dawn,112
ACC1844,Nov-22,18:49,Cuttack Odisha,Serious,Truck,Clear,State Highway,5,1,Dawn,37
ACC1845,Jun-18,05:40,Kanpur Uttar Pradesh,Fatal,Bus,Foggy,Village Road,1,0,Dark,32
ACC1846,Jun-18,10:28,Cuttack Odisha,Fatal,Cycle,Clear,Village Road,2,4,Dusk,54
ACC1847,Feb-23,08:10,Shimla Himachal Pradesh,Serious,Auto-Rickshaw,Rainy,National Highway,1,3,Dark,115
ACC1848,Aug-23,18:16,Puducherry Puducherry,Fatal,Cycle,Stormy,Village Road,2,3,Dark,120
ACC1849,Aug-21,14:50,Udaipur Tripura,Serious,Truck,Clear,Village Road,5,0,Dark,81
ACC1850,May-22,03:41,Imphal Manipur,Fatal,Pedestrian,Foggy,State Highway,9,5,Daylight,49
ACC1851,Oct-18,18:58,Bhubaneswar Odisha,Minor,Auto-Rickshaw,Stormy,National Highway,9,1,Dusk,83
ACC1852,Jul-21,17:21,Baramulla Jammu and Kashmir,Fatal,Pedestrian,Hazy,National Highway,2,2,Dusk,51
ACC1853,Aug-23,15:14,Mandi Himachal Pradesh,Serious,Cycle,Rainy,Urban Road,10,3,Dark,96
ACC1854,Nov-18,03:28,Varanasi Uttar Pradesh,Minor,Two-Wheeler,Rainy,State Highway,8,4,Dusk,60
ACC1855,Oct-18,04:55,Karimnagar Telangana,Minor,Two-Wheeler,Foggy,National Highway,9,1,Dawn,106
ACC1856,Oct-22,22:25,Udaipur Tripura,Minor,Car,Stormy,Urban Road,10,4,Dusk,105
ACC1857,Aug-23,19:24,Margao Goa,Fatal,Car,Clear,Urban Road,5,0,Dark,84
ACC1858,Oct-21,11:32,Mysore Karnataka,Minor,Car,Foggy,State Highway,1,3,Dusk,57
ACC1859,May-22,19:02,Itanagar Arunachal Pradesh,Minor,Auto-Rickshaw,Clear,State Highway,8,4,Dark,103
ACC1860,Aug-23,23:23,Baramulla Jammu and Kashmir,Fatal,Pedestrian,Stormy,Village Road,1,5,Dawn,70
ACC1861,Nov-21,13:45,Vijayawada Andhra Pradesh,Serious,Auto-Rickshaw,Hazy,Urban Road,9,5,Dark,71
ACC1862,Oct-21,18:39,Vadodara Gujarat,Fatal,Bus,Foggy,Urban Road,2,0,Daylight,57
ACC1863,Jan-19,14:28,Mumbai Maharashtra,Minor,Car,Rainy,Village Road,4,0,Dusk,39
ACC1864,Oct-23,05:08,Gwalior Madhya Pradesh,Minor,Pedestrian,Stormy,Urban Road,4,0,Daylight,103
ACC1865,Mar-23,18:23,Rohini Delhi,Minor,Bus,Clear,National Highway,0,3,Dark,96
ACC1866,Feb-22,17:29,Nizamabad Telangana,Fatal,Bus,Rainy,Village Road,10,3,Dawn,67
ACC1867,Feb-20,21:53,Agartala Tripura,Fatal,Bus,Clear,Urban Road,5,5,Daylight,118
ACC1868,Apr-21,06:45,Ahmedabad Gujarat,Minor,Truck,Hazy,National Highway,7,5,Daylight,69
ACC1869,Mar-18,11:55,Udaipur Rajasthan,Minor,Truck,Clear,National Highway,5,4,Dawn,58
ACC1870,Aug-18,03:41,Puri Odisha,Serious,Pedestrian,Foggy,Village Road,0,1,Daylight,91
ACC1871,Feb-20,07:43,Jorhat Assam,Serious,Two-Wheeler,Foggy,National Highway,10,5,Dusk,81
ACC1872,Feb-23,00:50,Chandigarh Chandigarh,Fatal,Bus,Rainy,Urban Road,9,4,Dusk,69
ACC1873,Dec-21,23:18,Coimbatore Tamil Nadu,Serious,Cycle,Hazy,National Highway,2,1,Dark,59
ACC1874,Jan-22,11:17,Aizawl Mizoram,Serious,Car,Clear,Urban Road,7,1,Daylight,87
ACC1875,Aug-23,18:40,Haridwar Uttarakhand,Minor,Pedestrian,Hazy,State Highway,6,1,Dawn,31
ACC1876,May-21,23:56,Indore Madhya Pradesh,Fatal,Cycle,Rainy,Village Road,9,5,Dawn,104
ACC1877,Sep-23,05:14,Bokaro Jharkhand,Fatal,Bus,Rainy,Village Road,5,0,Dark,75
ACC1878,Feb-23,03:23,Tura Meghalaya,Serious,Bus,Clear,National Highway,3,3,Daylight,49
ACC1879,Jul-21,16:37,Imphal Manipur,Minor,Cycle,Stormy,National Highway,10,2,Daylight,101
ACC1880,Sep-23,19:16,Mandi Himachal Pradesh,Minor,Truck,Rainy,National Highway,9,5,Dusk,86
ACC1881,Feb-19,03:49,Haldwani Uttarakhand,Minor,Two-Wheeler,Foggy,National Highway,5,1,Dark,60
ACC1882,May-21,01:25,Thrissur Kerala,Serious,Truck,Foggy,Urban Road,10,1,Dark,79
ACC1883,Mar-19,22:44,Karaikal Puducherry,Fatal,Cycle,Clear,Village Road,9,2,Daylight,65
ACC1884,Apr-18,15:35,Karaikal Puducherry,Fatal,Bus,Rainy,State Highway,1,1,Dark,58
ACC1885,Jun-20,12:28,Nagpur Maharashtra,Fatal,Car,Clear,Village Road,5,0,Dark,87
ACC1886,Nov-20,20:49,Bhagalpur Bihar,Fatal,Bus,Foggy,Village Road,3,2,Daylight,106
ACC1887,Aug-22,11:09,New Delhi Delhi,Minor,Car,Hazy,Village Road,5,5,Dawn,60
ACC1888,Dec-18,22:33,Rourkela Odisha,Minor,Bus,Stormy,State Highway,10,0,Daylight,51
ACC1889,Apr-18,20:59,Siliguri West Bengal,Serious,Cycle,Foggy,State Highway,10,1,Dawn,37
ACC1890,Jan-23,23:47,Bhopal Madhya Pradesh,Serious,Pedestrian,Foggy,State Highway,10,5,Daylight,35
ACC1891,Jun-22,10:49,Gyalshing Sikkim,Serious,Cycle,Clear,National Highway,10,0,Dusk,72
ACC1892,Jun-22,23:43,Karaikal Puducherry,Minor,Auto-Rickshaw,Clear,State Highway,2,0,Dark,78
ACC1893,Apr-21,09:47,Lucknow Uttar Pradesh,Fatal,Pedestrian,Stormy,State Highway,3,2,Dark,54
ACC1894,May-22,03:50,Lucknow Uttar Pradesh,Serious,Truck,Foggy,Village Road,7,5,Dawn,98
ACC1895,Jun-18,16:31,Gyalshing Sikkim,Minor,Bus,Stormy,Urban Road,4,1,Dawn,87
ACC1896,Apr-18,20:13,Visakhapatnam Andhra Pradesh,Minor,Auto-Rickshaw,Foggy,Village Road,1,1,Daylight,92
ACC1897,Feb-18,07:01,Jaipur Rajasthan,Serious,Pedestrian,Hazy,Urban Road,4,5,Dark,73
ACC1898,Jan-21,03:21,Tirupati Andhra Pradesh,Minor,Two-Wheeler,Stormy,State Highway,9,2,Dawn,46
ACC1899,Mar-18,03:39,Mysore Karnataka,Serious,Car,Foggy,Urban Road,5,3,Dark,118
ACC1900,Nov-23,06:15,Gurugram Haryana,Minor,Bus,Stormy,Village Road,3,2,Dawn,64
ACC1901,Aug-21,09:03,Varanasi Uttar Pradesh,Minor,Cycle,Clear,Village Road,3,0,Daylight,101
ACC1902,Oct-18,23:01,Panipat Haryana,Minor,Car,Rainy,Urban Road,9,1,Daylight,120
ACC1903,Oct-23,23:39,Gaya Bihar,Serious,Two-Wheeler,Clear,Urban Road,5,1,Dawn,83
ACC1904,Oct-19,20:38,Gurugram Haryana,Serious,Cycle,Stormy,State Highway,0,1,Daylight,31
ACC1905,Mar-19,14:15,Silchar Assam,Serious,Cycle,Clear,Village Road,9,5,Dawn,107
ACC1906,May-22,01:19,Guwahati Assam,Minor,Truck,Stormy,Village Road,2,3,Dawn,54
ACC1907,Oct-20,03:13,Puri Odisha,Minor,Bus,Foggy,Urban Road,0,0,Dawn,76
ACC1908,Jan-20,12:52,Chandigarh Chandigarh,Minor,Auto-Rickshaw,Stormy,State Highway,10,1,Dusk,100
ACC1909,Sep-21,20:06,Mumbai Maharashtra,Serious,Bus,Clear,Village Road,10,4,Dark,52
ACC1910,Sep-23,20:13,Varanasi Uttar Pradesh,Fatal,Pedestrian,Rainy,State Highway,5,1,Dusk,81
ACC1911,Apr-23,04:03,Bishnupur Manipur,Minor,Car,Stormy,Urban Road,2,1,Daylight,63
ACC1912,Dec-22,08:14,Bangalore Karnataka,Minor,Truck,Clear,Village Road,3,2,Daylight,109
ACC1913,Oct-22,01:04,Gurugram Haryana,Serious,Truck,Stormy,Urban Road,4,0,Dusk,114
ACC1914,Oct-23,07:37,Mokokchung Nagaland,Fatal,Auto-Rickshaw,Foggy,Village Road,8,3,Dusk,84
ACC1915,Jan-22,16:05,Panaji Goa,Fatal,Auto-Rickshaw,Foggy,State Highway,8,5,Dusk,98
ACC1916,Feb-19,18:06,Roorkee Uttarakhand,Serious,Car,Rainy,State Highway,6,5,Daylight,44
ACC1917,Dec-19,18:24,Thoubal Manipur,Minor,Car,Foggy,Urban Road,9,2,Dark,59
ACC1918,Jan-20,22:36,Faridabad Haryana,Fatal,Cycle,Hazy,Urban Road,6,3,Dawn,32
ACC1919,Nov-22,14:16,Jammu Jammu and Kashmir,Fatal,Cycle,Hazy,Village Road,6,1,Dark,31
ACC1920,Apr-23,00:59,Aizawl Mizoram,Fatal,Auto-Rickshaw,Clear,Urban Road,8,0,Dusk,65
ACC1921,Apr-20,16:38,Imphal Manipur,Fatal,Two-Wheeler,Clear,National Highway,8,1,Dark,93
ACC1922,Nov-18,09:44,Tirupati Andhra Pradesh,Fatal,Pedestrian,Hazy,Urban Road,3,1,Dark,98
ACC1923,Dec-22,06:30,Vijayawada Andhra Pradesh,Serious,Bus,Rainy,National Highway,8,4,Dusk,59
ACC1924,Oct-19,12:47,Visakhapatnam Andhra Pradesh,Minor,Truck,Stormy,National Highway,2,3,Dark,112
ACC1925,Jul-21,06:50,Rohini Delhi,Serious,Truck,Hazy,Village Road,0,0,Dark,92
ACC1926,Dec-21,00:51,Madurai Tamil Nadu,Serious,Truck,Rainy,State Highway,10,3,Dusk,30
ACC1927,Jan-22,07:06,Bhagalpur Bihar,Fatal,Auto-Rickshaw,Foggy,Village Road,9,1,Dark,32
ACC1928,Dec-20,14:53,Kochi Kerala,Fatal,Bus,Hazy,State Highway,2,5,Daylight,96
ACC1929,Jan-22,11:58,Rohini Delhi,Fatal,Two-Wheeler,Hazy,National Highway,1,4,Dark,84
ACC1930,Jun-21,12:23,Udaipur Rajasthan,Minor,Auto-Rickshaw,Clear,State Highway,2,1,Dusk,80
ACC1931,Mar-22,00:15,Puri Odisha,Minor,Bus,Rainy,Urban Road,9,4,Daylight,37
ACC1932,Jul-21,11:39,Nagpur Maharashtra,Minor,Cycle,Clear,Village Road,0,4,Dusk,101
ACC1933,Mar-23,14:07,Bangalore Karnataka,Fatal,Car,Hazy,National Highway,4,0,Dusk,42
ACC1934,Apr-20,01:38,Nongstoin Meghalaya,Minor,Cycle,Stormy,State Highway,5,2,Dusk,49
ACC1935,Aug-21,07:36,Bhopal Madhya Pradesh,Minor,Cycle,Foggy,State Highway,4,4,Dusk,105
ACC1936,Apr-21,21:37,Mokokchung Nagaland,Fatal,Bus,Clear,National Highway,10,4,Daylight,39
ACC1937,Feb-19,03:59,Visakhapatnam Andhra Pradesh,Serious,Two-Wheeler,Stormy,Village Road,7,4,Dawn,77
ACC1938,Nov-22,00:30,Mangalore Karnataka,Minor,Bus,Hazy,Village Road,3,1,Dark,31
ACC1939,Apr-22,12:56,Imphal Manipur,Minor,Truck,Hazy,Village Road,8,0,Dark,61
ACC1940,Jan-22,07:51,Rourkela Odisha,Fatal,Two-Wheeler,Hazy,State Highway,10,2,Dark,50
ACC1941,Jun-19,08:27,Dwarka Delhi,Minor,Car,Clear,National Highway,5,0,Dark,108
ACC1942,Dec-20,19:38,Karaikal Puducherry,Serious,Car,Stormy,National Highway,4,0,Daylight,85
ACC1943,Mar-19,08:13,Lunglei Mizoram,Fatal,Truck,Rainy,Village Road,1,1,Dark,39
ACC1944,Mar-23,14:28,Rourkela Odisha,Minor,Truck,Hazy,Village Road,6,0,Daylight,34
ACC1945,Feb-21,21:05,Itanagar Arunachal Pradesh,Serious,Two-Wheeler,Clear,Village Road,3,0,Dusk,75
ACC1946,May-21,17:07,Bilaspur Chhattisgarh,Fatal,Two-Wheeler,Foggy,National Highway,6,0,Daylight,40
ACC1947,Oct-19,14:47,Jammu Jammu and Kashmir,Serious,Pedestrian,Clear,State Highway,0,3,Dark,96
ACC1948,Mar-21,21:42,Udaipur Tripura,Serious,Pedestrian,Clear,National Highway,1,3,Daylight,107
ACC1949,Feb-21,18:19,New Delhi Delhi,Minor,Two-Wheeler,Clear,State Highway,7,0,Dusk,72
ACC1950,May-23,01:56,Kolkata West Bengal,Fatal,Car,Foggy,Village Road,8,5,Daylight,94
ACC1951,Apr-19,22:28,Kochi Kerala,Minor,Truck,Rainy,National Highway,3,0,Daylight,35
ACC1952,Dec-20,08:50,Haldwani Uttarakhand,Fatal,Pedestrian,Foggy,National Highway,10,2,Dawn,61
ACC1953,Aug-18,07:41,Patiala Punjab,Serious,Pedestrian,Foggy,Village Road,1,2,Dawn,30
ACC1954,Nov-21,21:07,Hyderabad Telangana,Fatal,Bus,Foggy,Urban Road,9,5,Dawn,45
ACC1955,Mar-20,11:18,Coimbatore Tamil Nadu,Minor,Truck,Hazy,National Highway,3,2,Dusk,115
ACC1956,Jan-23,19:52,Dharmanagar Tripura,Fatal,Cycle,Hazy,National Highway,10,5,Daylight,35
ACC1957,May-19,11:21,Jalandhar Punjab,Fatal,Two-Wheeler,Hazy,Village Road,3,5,Dawn,66
ACC1958,Dec-18,17:19,Thoubal Manipur,Minor,Bus,Hazy,Village Road,1,3,Dawn,34
ACC1959,May-19,19:01,Puducherry Puducherry,Serious,Auto-Rickshaw,Foggy,Village Road,8,0,Dark,99
ACC1960,Jan-23,01:53,Durgapur West Bengal,Serious,Truck,Hazy,National Highway,5,0,Dawn,73
ACC1961,Mar-23,07:47,Dhanbad Jharkhand,Fatal,Pedestrian,Foggy,National Highway,6,3,Dawn,59
ACC1962,Feb-21,21:34,Chandigarh Chandigarh,Fatal,Pedestrian,Clear,State Highway,4,0,Dawn,46
ACC1963,Dec-18,23:26,Raipur Chhattisgarh,Fatal,Bus,Clear,State Highway,10,2,Dusk,85
ACC1964,Oct-20,04:01,Bishnupur Manipur,Minor,Car,Stormy,Urban Road,0,1,Dawn,98
ACC1965,Jul-23,07:12,Agartala Tripura,Fatal,Truck,Rainy,State Highway,5,0,Dawn,34
ACC1966,Jun-21,17:22,Shillong Meghalaya,Serious,Pedestrian,Rainy,National Highway,0,5,Dark,79
ACC1967,Aug-20,15:30,Ambala Haryana,Minor,Auto-Rickshaw,Clear,Village Road,3,3,Dawn,70
ACC1968,Dec-18,21:33,Ludhiana Punjab,Fatal,Bus,Stormy,Village Road,1,0,Dark,112
ACC1969,Dec-20,23:40,Nongstoin Meghalaya,Fatal,Cycle,Stormy,Urban Road,9,0,Dawn,103
ACC1970,Jun-21,01:18,Panaji Goa,Minor,Car,Hazy,State Highway,7,2,Dark,41
ACC1971,Mar-23,22:59,Vasco da Gama Goa,Minor,Two-Wheeler,Rainy,Village Road,2,3,Dawn,63
ACC1972,Nov-22,19:19,Coimbatore Tamil Nadu,Serious,Auto-Rickshaw,Foggy,National Highway,1,0,Dawn,61
ACC1973,Oct-21,22:23,Karaikal Puducherry,Minor,Truck,Clear,National Highway,2,0,Dusk,93
ACC1974,Jan-19,14:47,Warangal Telangana,Minor,Cycle,Foggy,Urban Road,1,1,Dusk,117
ACC1975,Jun-19,18:08,Nongstoin Meghalaya,Minor,Truck,Hazy,Village Road,4,2,Dawn,33
ACC1976,Aug-20,05:52,Varanasi Uttar Pradesh,Serious,Auto-Rickshaw,Stormy,Village Road,10,3,Dawn,97
ACC1977,Jun-19,21:12,Haridwar Uttarakhand,Minor,Auto-Rickshaw,Stormy,National Highway,1,4,Dark,115
ACC1978,Jan-19,18:58,Anantnag Jammu and Kashmir,Serious,Pedestrian,Rainy,Urban Road,2,4,Dark,70
ACC1979,Feb-18,07:25,Vasco da Gama Goa,Minor,Truck,Clear,National Highway,5,2,Dusk,65
ACC1980,Apr-22,16:24,Karaikal Puducherry,Minor,Car,Rainy,National Highway,10,3,Dusk,99
ACC1981,May-22,15:38,Mangan Sikkim,Minor,Bus,Hazy,Village Road,5,0,Dawn,102
ACC1982,Jul-19,07:05,Lucknow Uttar Pradesh,Serious,Car,Clear,Urban Road,7,5,Dusk,44
ACC1983,Jun-22,15:11,Roorkee Uttarakhand,Minor,Truck,Rainy,National Highway,1,0,Dawn,42
ACC1984,Mar-18,19:29,Haridwar Uttarakhand,Serious,Car,Foggy,State Highway,5,2,Dawn,86
ACC1985,Feb-22,01:15,Gangtok Sikkim,Serious,Pedestrian,Rainy,Village Road,6,1,Dusk,34
ACC1986,Nov-22,12:08,Kanpur Uttar Pradesh,Fatal,Truck,Clear,State Highway,3,5,Daylight,73
ACC1987,Aug-22,01:06,Bhopal Madhya Pradesh,Fatal,Truck,Rainy,National Highway,8,5,Dusk,114
ACC1988,Jan-23,07:41,Hyderabad Telangana,Minor,Car,Hazy,State Highway,1,1,Daylight,75
ACC1989,Sep-21,09:01,Shillong Meghalaya,Serious,Truck,Stormy,National Highway,10,3,Dark,35
ACC1990,Sep-18,05:05,Udaipur Tripura,Minor,Two-Wheeler,Clear,State Highway,9,0,Dusk,56
ACC1991,Jul-18,15:17,Karaikal Puducherry,Minor,Cycle,Hazy,State Highway,3,3,Dawn,70
ACC1992,Jan-21,12:58,Pune Maharashtra,Minor,Pedestrian,Hazy,Village Road,4,4,Dark,91
ACC1993,Jan-23,09:47,Coimbatore Tamil Nadu,Fatal,Car,Clear,Village Road,7,5,Dusk,44
ACC1994,Mar-21,09:14,Chandigarh Chandigarh,Serious,Two-Wheeler,Foggy,Urban Road,8,1,Dusk,106
ACC1995,Jun-20,23:39,Tirupati Andhra Pradesh,Fatal,Pedestrian,Foggy,Village Road,0,2,Dawn,50
ACC1996,Aug-20,04:02,Durg Chhattisgarh,Serious,Bus,Foggy,State Highway,8,2,Dusk,74
ACC1997,Jan-19,05:06,Aizawl Mizoram,Serious,Cycle,Rainy,Village Road,10,3,Dusk,109
ACC1998,Jun-18,14:58,Indore Madhya Pradesh,Minor,Auto-Rickshaw,Foggy,State Highway,9,2,Dawn,97
ACC1999,Feb-19,18:24,Shimla Himachal Pradesh,Serious,Car,Hazy,National Highway,9,5,Dawn,49
ACC2000,Jul-18,12:55,Muzaffarpur Bihar,Serious,Car,Foggy,State Highway,5,1,Dark,55
ACC2001,Jun-23,02:50,Dharmanagar Tripura,Serious,Pedestrian,Rainy,Village Road,7,4,Dark,89
ACC2002,Jul-18,05:17,Surat Gujarat,Minor,Cycle,Stormy,State Highway,7,5,Dark,78
ACC2003,Nov-20,06:19,Durgapur West Bengal,Minor,Pedestrian,Stormy,Urban Road,2,0,Dark,32
ACC2004,Apr-20,11:30,Tirupati Andhra Pradesh,Fatal,Bus,Rainy,Village Road,5,4,Dusk,101
ACC2005,Jul-20,22:14,Pasighat Arunachal Pradesh,Minor,Two-Wheeler,Hazy,National Highway,2,5,Dawn,35
ACC2006,Apr-20,02:22,Bhopal Madhya Pradesh,Serious,Cycle,Hazy,State Highway,10,4,Daylight,58
ACC2007,Sep-23,20:07,Visakhapatnam Andhra Pradesh,Fatal,Car,Stormy,National Highway,2,1,Dusk,91
ACC2008,Nov-20,06:58,Coimbatore Tamil Nadu,Fatal,Cycle,Foggy,Village Road,9,1,Dusk,114
ACC2009,Dec-23,14:42,Kohima Nagaland,Minor,Pedestrian,Foggy,National Highway,5,1,Dawn,74
ACC2010,Jul-18,08:01,Muzaffarpur Bihar,Minor,Car,Hazy,Urban Road,2,4,Daylight,34
ACC2011,Jul-22,02:03,Jamshedpur Jharkhand,Serious,Auto-Rickshaw,Rainy,Village Road,10,3,Dawn,87
ACC2012,Oct-19,17:38,Udaipur Tripura,Serious,Truck,Foggy,State Highway,8,2,Daylight,51
ACC2013,Jan-18,09:34,Jaipur Rajasthan,Minor,Auto-Rickshaw,Clear,National Highway,0,5,Dawn,94
ACC2014,Apr-20,00:36,Dharmanagar Tripura,Serious,Pedestrian,Rainy,National Highway,2,1,Dark,85
ACC2015,Dec-23,01:53,Champhai Mizoram,Serious,Two-Wheeler,Rainy,National Highway,1,4,Dawn,53
ACC2016,Mar-18,07:46,Jammu Jammu and Kashmir,Minor,Pedestrian,Foggy,Village Road,7,3,Daylight,57
ACC2017,Sep-21,19:09,Faridabad Haryana,Fatal,Truck,Hazy,Village Road,8,4,Dusk,104
ACC2018,Jul-22,04:35,Srinagar Jammu and Kashmir,Serious,Bus,Hazy,State Highway,1,1,Dusk,93
ACC2019,Dec-21,06:25,Lucknow Uttar Pradesh,Fatal,Pedestrian,Foggy,State Highway,7,2,Dark,51
ACC2020,Nov-22,14:43,Itanagar Arunachal Pradesh,Serious,Truck,Rainy,Urban Road,8,1,Dawn,76
ACC2021,Dec-18,16:47,Roorkee Uttarakhand,Minor,Auto-Rickshaw,Rainy,National Highway,9,2,Dawn,90
ACC2022,Jul-22,00:49,Durg Chhattisgarh,Fatal,Bus,Clear,Urban Road,8,5,Daylight,33
